date,time,speed,voltage,current,power,battery_level,totaldistance,system_temp,pwm,gps_speed,latitude,longitude,gps_alt,phase_current,torque,temp2,distance,mode,alert,gps_heading,gps_distance,tilt,roll
2026-04-05,10:00:16.300,0,126.5,0,0,100.0,12354.4,25,0,0,55.7591,37.6239,156,0,0,24,9.2,Standby,,0,12354.4,0,0
2026-04-05,10:00:16.400,0,126.5,0,0,100.0,12354.4,25,0,0,55.7591,37.6239,156,0,0,24,9.2,Standby,,0,12354.4,0,0
2026-04-05,10:00:16.500,0,126.5,0,0,100.0,12354.4,25,0,0,55.7591,37.6239,156,0,0,24,9.2,Standby,,0,12354.4,0,0
2026-04-05,10:00:16.600,0,126.5,0,0,100.0,12354.4,25,0,0,55.7591,37.6239,156,0,0,24,9.2,Standby,,0,12354.4,0,0
2026-04-05,10:00:16.700,0,126.5,0,0,100.0,12354.4,25,0,0,55.7591,37.6239,156,0,0,24,9.2,Standby,,0,12354.4,0,0
2026-04-05,10:00:16.800,0,126.5,0,0,100.0,12354.4,25,0,0,55.7591,37.6239,156,0,0,24,9.2,Standby,,0,12354.4,0,0
2026-04-05,10:00:16.900,0,126.5,0,0,100.0,12354.4,25,0,0,55.7591,37.6239,156,0,0,24,9.2,Standby,,0,12354.4,0,0
2026-04-05,10:00:17.000,0,126.5,0,0,100.0,12354.4,25,0,0,55.7591,37.6239,156,0,0,24,9.2,Standby,,0,12354.4,0,0
2026-04-05,10:00:17.100,0,126.3,1.5,186,100.0,12354.4,26,0,0.0,55.7591,37.6239,156,2.2,92.9,24,9.2,Riding,,0,12354.4,-2,1
2026-04-05,10:00:17.200,2,126.0,3.3,417,100.0,12354.4,26,4,2.3,55.7591,37.6239,156,5.0,86.4,25,9.2,Riding,,5,12354.4,-2,1
2026-04-05,10:00:17.300,5,125.6,5.4,681,100.0,12354.4,27,8,4.6,55.7591,37.6239,156,8.1,70.6,25,9.2,Riding,,10,12354.4,-2,1
2026-04-05,10:00:17.400,7,125.2,7.4,929,100.0,12354.4,28,12,6.9,55.7591,37.6239,156,11.1,64.2,26,9.2,Riding,,14,12354.4,-2,1
2026-04-05,10:00:17.500,10,124.7,10.2,1274,100.0,12354.4,29,17,9.2,55.7591,37.6239,156,15.3,66.0,27,9.2,Riding,,19,12354.4,-2,1
2026-04-05,10:00:17.600,12,124.5,11.1,1383,100.0,12354.5,29,21,11.5,55.7591,37.6240,156,16.7,57.3,27,9.3,Riding,,24,12354.5,-2,1
2026-04-05,10:00:17.700,14,124.0,14.2,1761,100.0,12354.5,30,25,13.8,55.7591,37.6240,156,21.3,60.8,28,9.3,Riding,,29,12354.5,-2,1
2026-04-05,10:00:17.800,17,123.7,15.9,1970,100.0,12354.5,31,29,16.1,55.7592,37.6240,156,23.9,58.3,28,9.3,Riding,,34,12354.5,-2,1
2026-04-05,10:00:17.900,19,123.3,18.3,2254,100.0,12354.6,32,33,18.3,55.7592,37.6241,156,27.4,58.4,29,9.4,Riding,,39,12354.6,-2,1
2026-04-05,10:00:18.000,22,122.8,21.1,2596,100.0,12354.7,33,37,20.6,55.7592,37.6241,156,31.7,59.8,29,9.5,Riding,,43,12354.7,-2,1
2026-04-05,10:00:18.100,24,122.5,22.7,2780,100.0,12354.7,33,41,22.9,55.7592,37.6242,156,34.0,57.6,30,9.5,Riding,,48,12354.7,-2,1
2026-04-05,10:00:18.200,27,122.0,26.2,3198,100.0,12354.8,35,46,25.2,55.7593,37.6242,156,39.3,60.2,30,9.6,Riding,,53,12354.8,-2,1
2026-04-05,10:00:18.300,29,121.7,27.8,3381,100.0,12354.9,35,50,27.5,55.7593,37.6243,156,41.7,58.4,31,9.7,Riding,,58,12354.9,-2,1
2026-04-05,10:00:18.400,31,121.2,30.8,3734,100.0,12355.0,36,54,29.8,55.7593,37.6243,156,46.2,59.5,31,9.8,Riding,,63,12355.0,-2,1
2026-04-05,10:00:18.500,34,120.9,32.5,3925,100.0,12355.1,37,58,32.1,55.7593,37.6244,156,48.7,58.1,32,9.9,Riding,,68,12355.1,-2,1
2026-04-05,10:00:18.600,36,120.4,35.3,4254,100.0,12355.2,38,62,34.4,55.7594,37.6245,156,53.0,58.7,33,10.0,Riding,,72,12355.2,-2,1
2026-04-05,10:00:18.700,39,120.1,36.8,4422,100.0,12355.3,38,66,36.7,55.7594,37.6245,156,55.2,57.3,33,10.1,Riding,,77,12355.3,-2,1
2026-04-05,10:00:18.800,41,119.7,39.6,4737,100.0,12355.4,39,70,39.0,55.7595,37.6246,156,59.4,57.7,33,10.2,Riding,,82,12355.4,-2,1
2026-04-05,10:00:18.900,43,119.2,42.8,5105,100.0,12355.5,40,74,41.3,55.7595,37.6247,156,64.2,58.7,34,10.3,Riding,,87,12355.5,-2,1
2026-04-05,10:00:19.000,46,118.9,44.3,5271,100.0,12355.6,41,79,43.6,55.7596,37.6248,156,66.5,57.5,35,10.4,Riding,,92,12355.6,-2,1
2026-04-05,10:00:19.100,48,118.5,47.5,5623,100.0,12355.8,42,83,45.9,55.7596,37.6249,156,71.2,58.2,35,10.6,Riding,,97,12355.8,-2,1
2026-04-05,10:00:19.200,51,118.0,50.2,5923,100.0,12355.9,43,87,48.2,55.7597,37.6250,156,75.3,58.4,36,10.7,Riding,,101,12355.9,-2,1
2026-04-05,10:00:19.300,53,117.7,51.8,6096,100.0,12356.1,43,91,50.4,55.7597,37.6251,156,77.7,57.4,36,10.9,Riding,,106,12356.1,-2,1
2026-04-05,10:00:19.400,56,117.3,54.8,6430,100.0,12356.2,44,95,52.7,55.7598,37.6252,156,82.2,57.9,37,11.0,Riding,,111,12356.2,-2,1
2026-04-05,10:00:19.500,58,116.9,57.0,6661,100.0,12356.4,45,95,55.0,55.7598,37.6253,156,85.4,57.5,37,11.2,Riding,,116,12356.4,-2,1
2026-04-05,10:00:19.600,60,116.7,58.4,6809,100.0,12356.5,45,95,57.3,55.7599,37.6255,156,87.5,56.4,38,11.3,Riding,,121,12356.5,-2,1
2026-04-05,10:00:19.700,63,116.3,60.8,7068,100.0,12356.7,46,95,59.6,55.7599,37.6256,156,91.2,56.3,38,11.5,Riding,,126,12356.7,-2,1
2026-04-05,10:00:19.800,65,116.1,61.4,7134,100.0,12356.9,46,95,61.9,55.7600,37.6257,156,92.2,54.7,38,11.7,Riding,,130,12356.9,-2,1
2026-04-05,10:00:19.900,68,115.7,63.9,7398,100.0,12357.1,47,95,64.2,55.7601,37.6259,156,95.9,54.7,39,11.9,Riding,,135,12357.1,-2,1
2026-04-05,10:00:20.000,70,115.3,66.4,7658,100.0,12357.3,48,95,66.5,55.7601,37.6260,156,99.6,54.7,39,12.1,Riding,,140,12357.3,-2,1
2026-04-05,10:00:20.100,70,123.0,17.3,2122,100.0,12357.5,31,75,66.5,55.7602,37.6261,156,22.4,9.1,28,12.3,Riding,,140,12357.5,-2,1
2026-04-05,10:00:20.200,70,123.0,17.7,2182,100.0,12357.7,32,75,66.5,55.7603,37.6263,156,23.1,9.4,28,12.5,Riding,,140,12357.7,-2,1
2026-04-05,10:00:20.300,70,123.0,17.9,2198,100.0,12357.9,32,75,66.5,55.7604,37.6264,156,23.2,9.4,28,12.7,Riding,,140,12357.9,-2,1
2026-04-05,10:00:20.400,70,123.0,17.7,2173,100.0,12358.1,32,75,66.5,55.7604,37.6266,156,23.0,9.3,28,12.9,Riding,,140,12358.1,-2,1
2026-04-05,10:00:20.500,70,123.0,17.8,2189,100.0,12358.3,32,75,66.5,55.7605,37.6267,156,23.1,9.4,28,13.1,Riding,,140,12358.3,-2,1
2026-04-05,10:00:20.600,68,123.1,5.5,683,100.0,12358.4,27,20,64.6,55.7606,37.6268,156,6.7,2.0,25,13.2,Riding,,136,12358.4,-2,1
2026-04-05,10:00:20.700,66,123.2,5.6,686,100.0,12358.6,27,20,62.7,55.7606,37.6270,156,6.7,2.1,25,13.4,Riding,,132,12358.6,-2,1
2026-04-05,10:00:20.800,64,123.3,5.5,677,100.0,12358.8,27,19,60.8,55.7607,37.6271,156,6.6,2.1,25,13.6,Riding,,128,12358.8,-2,1
2026-04-05,10:00:20.900,62,123.4,5.4,661,100.0,12359.0,27,19,58.9,55.7608,37.6272,156,6.4,2.1,25,13.8,Riding,,124,12359.0,-2,1
2026-04-05,10:00:21.000,60,123.5,5.1,624,100.0,12359.1,27,18,57.0,55.7608,37.6273,156,6.1,2.1,25,13.9,Riding,,120,12359.1,-2,1
2026-04-05,10:00:21.100,58,123.6,4.9,602,100.0,12359.3,27,17,55.1,55.7609,37.6274,156,5.8,2.1,25,14.1,Riding,,116,12359.3,-2,1
2026-04-05,10:00:21.200,56,123.7,4.6,564,100.0,12359.5,27,17,53.2,55.7609,37.6276,156,5.5,2.0,25,14.3,Riding,,112,12359.5,-2,1
2026-04-05,10:00:21.300,54,123.8,4.6,572,100.0,12359.6,27,16,51.3,55.7610,37.6277,156,5.5,2.1,25,14.4,Riding,,108,12359.6,-2,1
2026-04-05,10:00:21.400,52,123.9,4.4,548,100.0,12359.8,27,16,49.4,55.7610,37.6278,156,5.3,2.1,25,14.6,Riding,,104,12359.8,-2,1
2026-04-05,10:00:21.500,50,124.0,4.2,521,100.0,12359.9,27,15,47.5,55.7611,37.6279,156,5.0,2.1,25,14.7,Riding,,100,12359.9,-2,1
2026-04-05,10:00:21.600,48,124.1,4.2,527,100.0,12360.0,27,14,45.6,55.7611,37.6280,156,5.1,2.2,25,14.8,Riding,,96,12360.0,-2,1
2026-04-05,10:00:21.700,46,124.2,3.9,487,100.0,12360.2,26,14,43.7,55.7612,37.6281,156,4.7,2.1,25,15.0,Riding,,92,12360.2,-2,1
2026-04-05,10:00:21.800,44,124.3,3.9,484,100.0,12360.3,26,13,41.8,55.7612,37.6281,156,4.7,2.2,25,15.1,Riding,,88,12360.3,-2,1
2026-04-05,10:00:21.900,42,124.4,3.4,428,100.0,12360.4,26,13,39.9,55.7613,37.6282,156,4.1,2.0,25,15.2,Riding,,84,12360.4,-2,1
2026-04-05,10:00:22.000,40,124.5,3.2,402,100.0,12360.5,26,12,38.0,55.7613,37.6283,156,3.9,2.0,25,15.3,Riding,,80,12360.5,-2,1
2026-04-05,10:00:22.100,38,124.6,3.2,393,100.0,12360.6,26,11,36.1,55.7613,37.6284,156,3.8,2.1,25,15.4,Riding,,76,12360.6,-2,1
2026-04-05,10:00:22.200,36,124.7,3.3,406,100.0,12360.7,26,11,34.2,55.7614,37.6285,156,3.9,2.3,25,15.5,Riding,,72,12360.7,-2,1
2026-04-05,10:00:22.300,34,124.8,3.0,378,100.0,12360.8,26,10,32.3,55.7614,37.6285,156,3.6,2.2,25,15.6,Riding,,68,12360.8,-2,1
2026-04-05,10:00:22.400,32,124.9,2.8,348,100.0,12360.9,26,10,30.4,55.7614,37.6286,156,3.3,2.2,25,15.7,Riding,,64,12360.9,-2,1
2026-04-05,10:00:22.500,30,125.0,2.6,323,100.0,12361.0,26,9,28.5,55.7615,37.6287,156,3.1,2.2,25,15.8,Riding,,60,12361.0,-2,1
2026-04-05,10:00:22.600,28,125.1,2.4,302,100.0,12361.1,26,8,26.6,55.7615,37.6287,156,2.9,2.2,25,15.9,Riding,,56,12361.1,-2,1
2026-04-05,10:00:22.700,26,125.2,2.1,268,100.0,12361.1,26,8,24.7,55.7615,37.6288,156,2.6,2.1,25,15.9,Riding,,52,12361.1,-2,1
2026-04-05,10:00:22.800,24,125.3,2.3,285,100.0,12361.2,26,7,22.8,55.7616,37.6288,156,2.7,2.4,25,16.0,Riding,,48,12361.2,-2,1
2026-04-05,10:00:22.900,22,125.4,1.8,231,100.0,12361.3,26,7,20.9,55.7616,37.6289,156,2.2,2.1,24,16.1,Riding,,44,12361.3,-2,1
2026-04-05,10:00:23.000,20,125.5,1.6,205,100.0,12361.3,26,6,19.0,55.7616,37.6289,156,2.0,2.1,24,16.1,Riding,,40,12361.3,-2,1
2026-04-05,10:00:23.100,18,125.6,1.5,184,100.0,12361.4,26,5,17.1,55.7616,37.6289,156,1.8,2.0,24,16.2,Riding,,36,12361.4,-2,1
2026-04-05,10:00:23.200,16,125.7,1.4,170,100.0,12361.4,26,5,15.2,55.7616,37.6290,156,1.6,2.1,24,16.2,Riding,,32,12361.4,-2,1
2026-04-05,10:00:23.300,14,125.8,1.2,146,100.0,12361.4,25,4,13.3,55.7616,37.6290,156,1.4,2.1,24,16.2,Riding,,28,12361.4,-2,1
2026-04-05,10:00:23.400,12,125.9,1.0,124,100.0,12361.5,25,4,11.4,55.7617,37.6290,156,1.2,2.1,24,16.3,Riding,,24,12361.5,-2,1
2026-04-05,10:00:23.500,10,126.0,0.9,116,100.0,12361.5,25,3,9.5,55.7617,37.6290,156,1.1,2.3,24,16.3,Riding,,20,12361.5,-2,1
2026-04-05,10:00:23.600,8,126.1,0.9,108,100.0,12361.5,25,2,7.6,55.7617,37.6290,156,1.0,2.7,24,16.3,Riding,,16,12361.5,-2,1
2026-04-05,10:00:23.700,6,126.2,0.8,106,100.0,12361.5,25,2,5.7,55.7617,37.6291,156,1.0,3.5,24,16.3,Riding,,12,12361.5,-2,1
2026-04-05,10:00:23.800,4,126.3,0.4,44,100.0,12361.6,25,1,3.8,55.7617,37.6291,156,0.4,2.2,24,16.4,Riding,,8,12361.6,-2,1
2026-04-05,10:00:23.900,2,126.4,0.2,27,100.0,12361.6,25,1,1.9,55.7617,37.6291,156,0.3,2.7,24,16.4,Standby,,4,12361.6,-2,1
2026-04-05,10:00:24.000,0,126.5,0.3,44,100.0,12361.6,25,0,0.0,55.7617,37.6291,156,0.4,8.8,24,16.4,Standby,,0,12361.6,-2,1
2026-04-05,10:00:24.100,0,126.5,0,0,100.0,12361.6,25,0,0,55.7617,37.6291,156,0,0,24,16.4,Standby,,0,12361.6,0,0
2026-04-05,10:00:24.200,0,126.5,0,0,100.0,12361.6,25,0,0,55.7617,37.6291,156,0,0,24,16.4,Standby,,0,12361.6,0,0
2026-04-05,10:00:24.300,0,126.5,0,0,100.0,12361.6,25,0,0,55.7617,37.6291,156,0,0,24,16.4,Standby,,0,12361.6,0,0
2026-04-05,10:00:24.400,0,126.5,0,0,100.0,12361.6,25,0,0,55.7617,37.6291,156,0,0,24,16.4,Standby,,0,12361.6,0,0
2026-04-05,10:00:24.500,0,126.5,0,0,100.0,12361.6,25,0,0,55.7617,37.6291,156,0,0,24,16.4,Standby,,0,12361.6,0,0
2026-04-05,10:00:24.600,0,126.5,0,0,100.0,12361.6,25,0,0,55.7617,37.6291,156,0,0,24,16.4,Standby,,0,12361.6,0,0
2026-04-05,10:00:24.700,0,126.5,0,0,100.0,12361.6,25,0,0,55.7617,37.6291,156,0,0,24,16.4,Standby,,0,12361.6,0,0
2026-04-05,10:00:24.800,0,126.5,0,0,100.0,12361.6,25,0,0,55.7617,37.6291,156,0,0,24,16.4,Standby,,0,12361.6,0,0
2026-04-05,10:00:24.900,0,126.5,0,0,100.0,12361.6,25,0,0,55.7617,37.6291,156,0,0,24,16.4,Standby,,0,12361.6,0,0
2026-04-05,10:00:25.000,0,126.5,0,0,100.0,12361.6,25,0,0,55.7617,37.6291,156,0,0,24,16.4,Standby,,0,12361.6,0,0
2026-04-05,10:00:25.100,0,126.5,0,0,100.0,12361.6,25,0,0,55.7617,37.6291,156,0,0,24,16.4,Standby,,0,12361.6,0,0
2026-04-05,10:00:25.200,0,126.5,0,0,100.0,12361.6,25,0,0,55.7617,37.6291,156,0,0,24,16.4,Standby,,0,12361.6,0,0
2026-04-05,10:00:25.300,0,126.5,0,0,100.0,12361.6,25,0,0,55.7617,37.6291,156,0,0,24,16.4,Standby,,0,12361.6,0,0
2026-04-05,10:00:25.400,0,126.5,0,0,100.0,12361.6,25,0,0,55.7617,37.6291,156,0,0,24,16.4,Standby,,0,12361.6,0,0
2026-04-05,10:00:25.500,0,126.5,0,0,100.0,12361.6,25,0,0,55.7617,37.6291,156,0,0,24,16.4,Standby,,0,12361.6,0,0
2026-04-05,10:00:25.600,0,126.5,0,0,100.0,12361.6,25,0,0,55.7617,37.6291,156,0,0,24,16.4,Standby,,0,12361.6,0,0
2026-04-05,10:00:25.700,0,126.5,0,0,100.0,12361.6,25,0,0,55.7617,37.6291,156,0,0,24,16.4,Standby,,0,12361.6,0,0
2026-04-05,10:00:25.800,0,126.5,0,0,100.0,12361.6,25,0,0,55.7617,37.6291,156,0,0,24,16.4,Standby,,0,12361.6,0,0
2026-04-05,10:00:25.900,0,126.5,0,0,100.0,12361.6,25,0,0,55.7617,37.6291,156,0,0,24,16.4,Standby,,0,12361.6,0,0
2026-04-05,10:00:26.000,0,126.5,0,0,100.0,12361.6,25,0,0,55.7617,37.6291,156,0,0,24,16.4,Standby,,0,12361.6,0,0
2026-04-05,10:00:26.100,0,126.5,0,0,100.0,12361.6,25,0,0,55.7617,37.6291,156,0,0,24,16.4,Standby,,0,12361.6,0,0
2026-04-05,10:00:26.200,0,126.5,0,0,100.0,12361.6,25,0,0,55.7617,37.6291,156,0,0,24,16.4,Standby,,0,12361.6,0,0
2026-04-05,10:00:26.300,0,126.5,0,0,100.0,12361.6,25,0,0,55.7617,37.6291,156,0,0,24,16.4,Standby,,0,12361.6,0,0
2026-04-05,10:00:26.400,0,126.5,0,0,100.0,12361.6,25,0,0,55.7617,37.6291,156,0,0,24,16.4,Standby,,0,12361.6,0,0
2026-04-05,10:00:26.500,0,126.5,0,0,100.0,12361.6,25,0,0,55.7617,37.6291,156,0,0,24,16.4,Standby,,0,12361.6,0,0
2026-04-05,10:00:26.600,0,126.5,0,0,100.0,12361.6,25,0,0,55.7617,37.6291,156,0,0,24,16.4,Standby,,0,12361.6,0,0
2026-04-05,10:00:26.700,0,126.5,0,0,100.0,12361.6,25,0,0,55.7617,37.6291,156,0,0,24,16.4,Standby,,0,12361.6,0,0
2026-04-05,10:00:26.800,0,126.5,0,0,100.0,12361.6,25,0,0,55.7617,37.6291,156,0,0,24,16.4,Standby,,0,12361.6,0,0
2026-04-05,10:00:26.900,0,126.5,0,0,100.0,12361.6,25,0,0,55.7617,37.6291,156,0,0,24,16.4,Standby,,0,12361.6,0,0
2026-04-05,10:00:27.000,0,126.5,0,0,100.0,12361.6,25,0,0,55.7617,37.6291,156,0,0,24,16.4,Standby,,0,12361.6,0,0
2026-04-05,10:00:27.100,0,126.5,0.0,4,100.0,12361.6,25,0,0.0,55.7617,37.6291,156,0.0,1.8,24,16.4,Riding,,0,12361.6,-2,1
2026-04-05,10:00:27.200,3,125.9,3.5,439,100.0,12361.6,26,8,2.4,55.7617,37.6291,156,5.2,87.8,25,16.4,Riding,,5,12361.6,-2,1
2026-04-05,10:00:27.300,5,125.5,5.7,721,100.0,12361.6,27,15,4.8,55.7617,37.6291,156,8.6,72.1,25,16.4,Riding,,10,12361.6,-2,1
2026-04-05,10:00:27.400,8,124.9,9.6,1205,100.0,12361.6,29,23,7.1,55.7617,37.6291,156,14.5,80.3,26,16.4,Riding,,15,12361.6,-2,1
2026-04-05,10:00:27.500,10,124.5,12.4,1539,100.0,12361.6,30,30,9.5,55.7617,37.6291,156,18.5,76.9,27,16.4,Riding,,20,12361.6,-2,1
2026-04-05,10:00:27.600,13,124.0,15.5,1919,100.0,12361.7,31,38,11.9,55.7617,37.6291,156,23.2,76.7,28,16.5,Riding,,25,12361.7,-2,1
2026-04-05,10:00:27.700,15,123.5,18.6,2294,100.0,12361.7,32,45,14.3,55.7617,37.6292,156,27.9,76.5,29,16.5,Riding,,30,12361.7,-2,1
2026-04-05,10:00:27.800,18,123.1,20.5,2520,100.0,12361.8,33,53,16.6,55.7618,37.6292,156,30.7,72.0,29,16.6,Riding,,35,12361.8,-2,1
2026-04-05,10:00:27.900,20,122.7,23.2,2840,100.0,12361.8,34,60,19.0,55.7618,37.6293,156,34.7,71.0,30,16.6,Riding,,40,12361.8,-2,1
2026-04-05,10:00:28.000,23,122.1,27.2,3324,100.0,12361.9,35,68,21.4,55.7618,37.6293,156,40.9,73.9,31,16.7,Riding,,45,12361.9,-2,1
2026-04-05,10:00:28.100,25,121.6,29.9,3638,100.0,12361.9,36,75,23.8,55.7618,37.6293,156,44.9,72.8,31,16.7,Riding,,50,12361.9,-2,1
2026-04-05,10:00:28.200,28,121.1,33.2,4025,100.0,12362.0,37,83,26.1,55.7619,37.6294,156,49.9,73.2,32,16.8,Riding,,55,12362.0,-2,1
2026-04-05,10:00:28.300,30,120.6,36.2,4361,100.0,12362.1,38,90,28.5,55.7619,37.6295,156,54.2,72.7,33,16.9,Riding,,60,12362.1,-2,1
2026-04-05,10:00:28.400,33,120.2,38.5,4635,100.0,12362.2,39,95,30.9,55.7619,37.6295,156,57.8,71.3,33,17.0,Riding,,65,12362.2,-2,1
2026-04-05,10:00:28.500,35,120.0,39.7,4766,100.0,12362.3,39,95,33.3,55.7619,37.6296,156,59.6,68.1,34,17.1,Riding,,70,12362.3,-2,1
2026-04-05,10:00:28.600,38,119.6,41.6,4976,100.0,12362.4,40,95,35.6,55.7620,37.6297,156,62.4,66.3,34,17.2,Riding,,75,12362.4,-2,1
2026-04-05,10:00:28.700,40,119.3,43.8,5221,100.0,12362.5,41,95,38.0,55.7620,37.6298,156,65.7,65.3,34,17.3,Riding,,80,12362.5,-2,1
2026-04-05,10:00:28.800,40,124.5,10.4,1289,100.0,12362.6,29,60,38.0,55.7621,37.6298,156,13.5,9.7,27,17.4,Riding,,80,12362.6,-2,1
2026-04-05,10:00:28.900,40,124.5,10.3,1282,100.0,12362.7,29,60,38.0,55.7621,37.6299,156,13.4,9.6,27,17.5,Riding,,80,12362.7,-2,1
2026-04-05,10:00:29.000,40,124.5,10.0,1246,100.0,12362.8,29,60,38.0,55.7621,37.6300,156,13.0,9.3,26,17.6,Riding,,80,12362.8,-2,1
2026-04-05,10:00:29.100,40,124.5,10.1,1263,100.0,12363.0,29,60,38.0,55.7622,37.6301,156,13.2,9.5,27,17.8,Riding,,80,12363.0,-2,1
2026-04-05,10:00:29.200,40,124.5,10.1,1252,100.0,12363.1,29,60,38.0,55.7622,37.6302,156,13.1,9.4,27,17.9,Riding,,80,12363.1,-2,1
2026-04-05,10:00:29.300,38,124.6,3.2,396,100.0,12363.2,26,11,36.1,55.7623,37.6302,156,3.8,2.1,25,18.0,Riding,,76,12363.2,-2,1
2026-04-05,10:00:29.400,36,124.7,2.9,362,100.0,12363.3,26,11,34.2,55.7623,37.6303,156,3.5,2.0,25,18.1,Riding,,72,12363.3,-2,1
2026-04-05,10:00:29.500,34,124.8,2.8,346,100.0,12363.4,26,10,32.3,55.7623,37.6304,156,3.3,2.0,25,18.2,Riding,,68,12363.4,-2,1
2026-04-05,10:00:29.600,32,124.9,2.8,347,100.0,12363.5,26,10,30.4,55.7624,37.6304,156,3.3,2.2,25,18.3,Riding,,64,12363.5,-2,1
2026-04-05,10:00:29.700,30,125.0,2.7,342,100.0,12363.5,26,9,28.5,55.7624,37.6305,156,3.3,2.3,25,18.3,Riding,,60,12363.5,-2,1
2026-04-05,10:00:29.800,28,125.1,2.4,297,100.0,12363.6,26,8,26.6,55.7624,37.6305,156,2.8,2.1,25,18.4,Riding,,56,12363.6,-2,1
2026-04-05,10:00:29.900,26,125.2,2.3,284,100.0,12363.7,26,8,24.7,55.7624,37.6306,156,2.7,2.2,25,18.5,Riding,,52,12363.7,-2,1
2026-04-05,10:00:30.000,24,125.3,2.3,283,100.0,12363.8,26,7,22.8,55.7625,37.6306,156,2.7,2.4,25,18.6,Riding,,48,12363.8,-2,1
2026-04-05,10:00:30.100,22,125.4,1.9,236,100.0,12363.8,26,7,20.9,55.7625,37.6307,156,2.3,2.1,24,18.6,Riding,,44,12363.8,-2,1
2026-04-05,10:00:30.200,20,125.5,1.7,208,100.0,12363.9,26,6,19.0,55.7625,37.6307,156,2.0,2.1,24,18.7,Riding,,40,12363.9,-2,1
2026-04-05,10:00:30.300,18,125.6,1.6,202,100.0,12363.9,26,5,17.1,55.7625,37.6308,156,1.9,2.2,24,18.7,Riding,,36,12363.9,-2,1
2026-04-05,10:00:30.400,16,125.7,1.4,177,100.0,12364.0,26,5,15.2,55.7625,37.6308,156,1.7,2.2,24,18.8,Riding,,32,12364.0,-2,1
2026-04-05,10:00:30.500,14,125.8,1.1,141,100.0,12364.0,25,4,13.3,55.7626,37.6308,156,1.3,2.0,24,18.8,Riding,,28,12364.0,-2,1
2026-04-05,10:00:30.600,12,125.9,1.3,164,100.0,12364.0,25,4,11.4,55.7626,37.6309,156,1.6,2.7,24,18.8,Riding,,24,12364.0,-2,1
2026-04-05,10:00:30.700,10,126.0,1.0,127,100.0,12364.1,25,3,9.5,55.7626,37.6309,156,1.2,2.5,24,18.9,Riding,,20,12364.1,-2,1
2026-04-05,10:00:30.800,8,126.1,0.9,116,100.0,12364.1,25,2,7.6,55.7626,37.6309,156,1.1,2.9,24,18.9,Riding,,16,12364.1,-2,1
2026-04-05,10:00:30.900,6,126.2,0.6,73,100.0,12364.1,25,2,5.7,55.7626,37.6309,156,0.7,2.4,24,18.9,Riding,,12,12364.1,-2,1
2026-04-05,10:00:31.000,4,126.3,0.6,73,100.0,12364.1,25,1,3.8,55.7626,37.6309,156,0.7,3.7,24,18.9,Riding,,8,12364.1,-2,1
2026-04-05,10:00:31.100,2,126.4,0.5,66,100.0,12364.1,25,1,1.9,55.7626,37.6309,156,0.6,6.6,24,18.9,Standby,,4,12364.1,-2,1
2026-04-05,10:00:31.200,0,126.5,0.1,8,100.0,12364.1,25,0,0.0,55.7626,37.6309,156,0.1,1.6,24,18.9,Standby,,0,12364.1,-2,1
2026-04-05,10:00:31.300,0,126.5,0,0,100.0,12364.1,25,0,0,55.7626,37.6309,156,0,0,24,18.9,Standby,,0,12364.1,0,0
2026-04-05,10:00:31.400,0,126.5,0,0,100.0,12364.1,25,0,0,55.7626,37.6309,156,0,0,24,18.9,Standby,,0,12364.1,0,0
2026-04-05,10:00:31.500,0,126.5,0,0,100.0,12364.1,25,0,0,55.7626,37.6309,156,0,0,24,18.9,Standby,,0,12364.1,0,0
2026-04-05,10:00:31.600,0,126.5,0,0,100.0,12364.1,25,0,0,55.7626,37.6309,156,0,0,24,18.9,Standby,,0,12364.1,0,0
2026-04-05,10:00:31.700,0,126.5,0,0,100.0,12364.1,25,0,0,55.7626,37.6309,156,0,0,24,18.9,Standby,,0,12364.1,0,0
2026-04-05,10:00:31.800,0,126.5,0,0,100.0,12364.1,25,0,0,55.7626,37.6309,156,0,0,24,18.9,Standby,,0,12364.1,0,0
2026-04-05,10:00:31.900,0,126.5,0,0,100.0,12364.1,25,0,0,55.7626,37.6309,156,0,0,24,18.9,Standby,,0,12364.1,0,0
2026-04-05,10:00:32.000,0,126.5,0,0,100.0,12364.1,25,0,0,55.7626,37.6309,156,0,0,24,18.9,Standby,,0,12364.1,0,0
2026-04-05,10:00:32.100,0,126.5,0,0,100.0,12364.1,25,0,0,55.7626,37.6309,156,0,0,24,18.9,Standby,,0,12364.1,0,0
2026-04-05,10:00:32.200,0,126.5,0,0,100.0,12364.1,25,0,0,55.7626,37.6309,156,0,0,24,18.9,Standby,,0,12364.1,0,0
2026-04-05,10:00:32.300,0,126.5,0,0,100.0,12364.1,25,0,0,55.7626,37.6309,156,0,0,24,18.9,Standby,,0,12364.1,0,0
2026-04-05,10:00:32.400,0,126.5,0,0,100.0,12364.1,25,0,0,55.7626,37.6309,156,0,0,24,18.9,Standby,,0,12364.1,0,0
2026-04-05,10:00:32.500,0,126.5,0,0,100.0,12364.1,25,0,0,55.7626,37.6309,156,0,0,24,18.9,Standby,,0,12364.1,0,0
2026-04-05,10:00:32.600,0,126.5,0,0,100.0,12364.1,25,0,0,55.7626,37.6309,156,0,0,24,18.9,Standby,,0,12364.1,0,0
